,name,diff_num,hunk_num,func_num,Memoery_num_total,Memoery_del_num,Memoery_add_num,Conditions_num_total,Conditions_num_del,Conditions_num_add,Jump_num_total,Jump_num_del,Jump_num_add,Loop_num_total,Loop_num_del,Loop_num_add,Arithmetic_num_total,Arithmetic_num_del,Arithmetic_num_add,relation_num_total,relation_num_del,relation_num_add,Logic_num_total,Logic_num_del,Logic_num_add,bitwise_num_total,bitwise_num_del,bitwise_num_add,Funccall_num_total,Funccall_num_del,Funccall_num_add,Variables_num_total,Variables_num_del,Variables_num_add
0,./sourcecode/2011/CVE-2011-0284/trustedanalytics%kerberos/master/e1ce2955dbaf8fbbc52a9625a62bb3fc4e31215f_patch/equal_file_patch/c65b97433.patch,1,8,1,13,10,3,22,16,6,9,4,5,2,2,0,62,43,19,20,16,4,14,9,5,13,6,7,15,11,8,34,32,20
1,./sourcecode/2011/CVE-2011-0284/trustedanalytics%kerberos/master/e1ce2955dbaf8fbbc52a9625a62bb3fc4e31215f_patch/equal_file_patch/fe5831ae1.patch,1,8,1,13,10,3,22,16,6,9,4,5,2,2,0,62,43,19,20,16,4,14,9,5,13,6,7,15,11,8,34,32,20
2,./sourcecode/2011/CVE-2011-0284/trustedanalytics%kerberos/master/e1ce2955dbaf8fbbc52a9625a62bb3fc4e31215f_patch/equal_file_patch/d50417cea.patch,1,8,1,13,10,3,22,16,6,9,4,5,2,2,0,62,43,19,20,16,4,14,9,5,13,6,7,15,11,8,34,32,20
3,./sourcecode/2011/CVE-2011-0284/trustedanalytics%kerberos/master/e1ce2955dbaf8fbbc52a9625a62bb3fc4e31215f_patch/equal_file_patch/d3a1526a3.patch,1,8,1,13,10,3,22,16,6,9,4,5,2,2,0,61,43,18,20,16,4,14,9,5,13,6,7,15,11,8,34,32,20
4,./sourcecode/2011/CVE-2011-0284/trustedanalytics%kerberos/master/e1ce2955dbaf8fbbc52a9625a62bb3fc4e31215f_patch/equal_file_patch/d47cb3023.patch,1,8,1,13,10,3,22,16,6,9,4,5,2,2,0,62,43,19,20,16,4,14,9,5,13,6,7,15,11,8,34,32,20
5,./sourcecode/2011/CVE-2011-0284/trustedanalytics%kerberos/master/e1ce2955dbaf8fbbc52a9625a62bb3fc4e31215f_patch/equal_file_patch/411005281.patch,1,8,1,13,10,3,22,16,6,9,4,5,2,2,0,62,43,19,20,16,4,14,9,5,13,6,7,15,11,8,34,32,20
6,./sourcecode/2011/CVE-2011-0427/westonsteimel%tor/master/9bcb18738747e12629c38ae366b96993e2002859_patch/equal_file_patch/a64be7eaa.patch,1,4,1,0,0,0,15,12,3,6,5,1,0,0,0,23,16,7,2,2,0,18,12,6,4,3,1,9,7,4,32,31,21
7,./sourcecode/2011/CVE-2011-0427/westonsteimel%tor/master/9bcb18738747e12629c38ae366b96993e2002859_patch/equal_file_patch/f197d189a.patch,1,4,1,0,0,0,15,12,3,6,5,1,0,0,0,23,16,7,2,2,0,18,12,6,4,3,1,9,7,4,32,31,21
8,./sourcecode/2011/CVE-2011-0427/westonsteimel%tor/master/9bcb18738747e12629c38ae366b96993e2002859_patch/equal_file_patch/6720628c9.patch,1,4,1,0,0,0,15,12,3,6,5,1,0,0,0,23,16,7,2,2,0,18,12,6,4,3,1,9,7,4,32,31,21
9,./sourcecode/2011/CVE-2011-0427/westonsteimel%tor/master/9bcb18738747e12629c38ae366b96993e2002859_patch/equal_file_patch/b755f57dc.patch,1,4,1,0,0,0,15,12,3,6,5,1,0,0,0,23,16,7,2,2,0,18,12,6,4,3,1,9,7,4,32,31,21
10,./sourcecode/2011/CVE-2011-0427/westonsteimel%tor/master/9bcb18738747e12629c38ae366b96993e2002859_patch/equal_file_patch/580e549f7.patch,1,4,1,0,0,0,15,12,3,6,5,1,0,0,0,23,16,7,2,2,0,18,12,6,4,3,1,9,7,4,32,31,21
11,./sourcecode/2011/CVE-2011-0427/westonsteimel%tor/master/9bcb18738747e12629c38ae366b96993e2002859_patch/equal_file_patch/71267bef4.patch,1,4,1,0,0,0,15,12,3,6,5,1,0,0,0,23,16,7,2,2,0,18,12,6,4,3,1,9,7,4,32,31,21
12,./sourcecode/2011/CVE-2011-1091/Distrotech%pidgin/branches?default/ef3427acebe622b3144309bb0e1f6dbda98baab1_patch/equal_file_patch/ec6d124d4.patch,10,110,4,0,0,0,70,20,50,10,0,10,10,0,10,360,220,140,120,100,20,50,0,50,0,0,0,4,1,4,19,11,18
13,./sourcecode/2011/CVE-2011-1091/Distrotech%pidgin/branches?default/ef3427acebe622b3144309bb0e1f6dbda98baab1_patch/equal_file_patch/aa4dcca67.patch,10,500,6,70,30,40,870,230,640,40,10,30,140,0,140,2600,890,1710,1550,640,910,390,90,300,20,10,10,47,23,38,103,67,94
14,./sourcecode/2011/CVE-2011-1091/Distrotech%pidgin/branches?default/ef3427acebe622b3144309bb0e1f6dbda98baab1_patch/equal_file_patch/c562e4efc.patch,10,30,2,0,0,0,70,20,50,10,0,10,10,0,10,40,20,20,40,20,20,50,0,50,0,0,0,1,0,1,10,2,10
15,./sourcecode/2011/CVE-2011-1091/Distrotech%pidgin/branches?default/ef3427acebe622b3144309bb0e1f6dbda98baab1_patch/equal_file_patch/b707409ad.patch,10,110,4,0,0,0,70,20,50,10,0,10,10,0,10,360,220,140,120,100,20,50,0,50,0,0,0,4,1,4,19,11,18
16,./sourcecode/2011/CVE-2011-1091/Distrotech%pidgin/branches?default/ef3427acebe622b3144309bb0e1f6dbda98baab1_patch/equal_file_patch/be7dc6193.patch,10,30,2,0,0,0,70,20,50,10,0,10,10,0,10,40,20,20,40,20,20,50,0,50,0,0,0,1,0,1,10,2,10
17,./sourcecode/2011/CVE-2011-1091/Distrotech%pidgin/branches?default/ef3427acebe622b3144309bb0e1f6dbda98baab1_patch/equal_file_patch/c8cf92490.patch,10,30,2,0,0,0,70,20,50,10,0,10,10,0,10,40,20,20,40,20,20,50,0,50,0,0,0,1,0,1,10,2,10
